Package ID,City,Pincode,Ship Date,Delivery Date,Status,Partner,Delay Reason,Delivery Time (hrs),Latitude,Longitude
PKG1489,Nagpur,440003,2024-06-29,2024-07-01,Delivered,Delhivery,,48.0,21.15,79.09
PKG1490,Nagpur,440003,2024-06-29,2024-07-01,Delivered,BlueDart,,48.0,21.15,79.09
PKG1491,Nagpur,440003,2024-06-11,2024-06-12,Delivered,Ekart,,24.0,21.15,79.09
PKG1492,Nagpur,440001,2024-06-05,2024-06-06,Failed,Delhivery,Address Not Found,24.0,21.1458,79.0882
PKG1493,Nagpur,440002,2024-06-02,2024-06-04,Delivered,Ekart,,48.0,21.1466,79.0849
PKG1494,Nashik,422001,2024-06-10,2024-06-11,Failed,Delhivery,Customer Unavailable,24.0,19.9975,73.7898
PKG1495,Nagpur,440002,2024-06-21,2024-06-22,Delivered,BlueDart,,24.0,21.1466,79.0849
PKG1496,Nagpur,440001,2024-06-19,2024-06-22,Delivered,Delhivery,,72.0,21.1458,79.0882
PKG1497,Nashik,422002,2024-06-21,2024-06-22,Delivered,XpressBees,,24.0,20.002,73.79
PKG1498,Nagpur,440001,2024-06-25,2024-06-26,Delayed,XpressBees,Holiday,24.0,21.1458,79.0882
PKG1499,Nagpur,440004,2024-06-07,2024-06-09,Delayed,Ekart,,48.0,21.16,79.1
PKG1500,Nashik,422002,2024-06-12,2024-06-14,Failed,Delhivery,Holiday,48.0,20.002,73.79
PKG1501,Nashik,422004,2024-06-16,2024-06-18,Delivered,Delhivery,,48.0,20.01,73.8
PKG1502,Nashik,422002,2024-06-10,2024-06-11,Delivered,XpressBees,,24.0,20.002,73.79
PKG1503,Nashik,422004,2024-06-05,2024-06-06,Failed,XpressBees,Address Not Found,24.0,20.01,73.8
PKG1504,Nashik,422002,2024-06-10,2024-06-13,Delayed,XpressBees,Weather,72.0,20.002,73.79
PKG1505,Nashik,422004,2024-06-08,2024-06-10,Delivered,Delhivery,,48.0,20.01,73.8
PKG1506,Nashik,422002,2024-06-16,2024-06-17,Delivered,Ekart,,24.0,20.002,73.79
PKG1507,Nashik,422004,2024-06-02,2024-06-04,Delivered,Ekart,,48.0,20.01,73.8
PKG1508,Nashik,422004,2024-06-23,2024-06-24,Delivered,XpressBees,,24.0,20.01,73.8
PKG1509,Nagpur,440002,2024-06-27,2024-06-29,Failed,Ekart,Holiday,48.0,21.1466,79.0849
PKG1510,Nagpur,440003,2024-06-23,2024-06-26,Delivered,XpressBees,,72.0,21.15,79.09
PKG1511,Nagpur,440004,2024-06-19,2024-06-21,Delivered,XpressBees,,48.0,21.16,79.1
PKG1512,Nashik,422003,2024-06-12,2024-06-13,Delivered,BlueDart,,24.0,20.005,73.795
PKG1513,Nagpur,440003,2024-06-02,2024-06-05,Delivered,Ekart,,72.0,21.15,79.09
PKG1514,Nashik,422002,2024-06-20,2024-06-21,Delivered,Ekart,,24.0,20.002,73.79
PKG1515,Nagpur,440003,2024-06-11,2024-06-12,Delayed,Ekart,Holiday,24.0,21.15,79.09
PKG1516,Nashik,422001,2024-06-06,2024-06-09,Delivered,XpressBees,,72.0,19.9975,73.7898
PKG1517,Nagpur,440003,2024-06-05,2024-06-07,Delivered,Delhivery,,48.0,21.15,79.09
PKG1518,Nagpur,440003,2024-06-14,2024-06-15,Delivered,XpressBees,,24.0,21.15,79.09
PKG1519,Nagpur,440001,2024-06-30,2024-07-03,Delayed,XpressBees,Holiday,72.0,21.1458,79.0882
PKG1520,Nashik,422004,2024-06-22,2024-06-25,Delivered,BlueDart,,72.0,20.01,73.8
PKG1521,Nagpur,440004,2024-06-04,2024-06-07,Delivered,Delhivery,,72.0,21.16,79.1
PKG1522,Nagpur,440002,2024-06-26,2024-06-27,Delivered,BlueDart,,24.0,21.1466,79.0849
PKG1523,Nashik,422002,2024-06-23,2024-06-27,Delivered,XpressBees,,96.0,20.002,73.79
PKG1524,Nagpur,440004,2024-06-10,2024-06-13,Delivered,XpressBees,,72.0,21.16,79.1
PKG1525,Nagpur,440004,2024-06-09,2024-06-10,Delivered,Ekart,,24.0,21.16,79.1
PKG1526,Nashik,422004,2024-06-18,2024-06-20,Delivered,BlueDart,,48.0,20.01,73.8
PKG1527,Nashik,422001,2024-06-18,2024-06-19,Delivered,Ekart,,24.0,19.9975,73.7898
PKG1528,Nagpur,440004,2024-07-01,2024-07-04,Delivered,Ekart,,72.0,21.16,79.1
PKG1529,Nagpur,440001,2024-06-27,2024-06-29,Delayed,Delhivery,Customer Unavailable,48.0,21.1458,79.0882
PKG1530,Nagpur,440004,2024-06-20,2024-06-22,Delivered,Ekart,,48.0,21.16,79.1
PKG1531,Nagpur,440004,2024-06-29,2024-06-30,Delayed,Delhivery,Traffic,24.0,21.16,79.1
PKG1532,Nagpur,440004,2024-06-05,2024-06-08,Delivered,XpressBees,,72.0,21.16,79.1
PKG1533,Nashik,422002,2024-06-24,2024-06-26,Delivered,BlueDart,,48.0,20.002,73.79
PKG1534,Nagpur,440002,2024-06-27,2024-06-28,Delayed,Ekart,Traffic,24.0,21.1466,79.0849
PKG1535,Nagpur,440002,2024-06-13,2024-06-14,Delayed,XpressBees,Customer Unavailable,24.0,21.1466,79.0849
PKG1536,Nagpur,440001,2024-06-16,2024-06-17,Delivered,Ekart,,24.0,21.1458,79.0882
PKG1537,Nashik,422003,2024-06-08,2024-06-11,Delivered,XpressBees,,72.0,20.005,73.795
PKG1538,Nashik,422004,2024-06-30,2024-07-02,Failed,Ekart,Holiday,48.0,20.01,73.8
PKG1539,Nashik,422001,2024-06-19,2024-06-20,Failed,BlueDart,Customer Unavailable,24.0,19.9975,73.7898
PKG1540,Nashik,422001,2024-06-20,2024-06-21,Delivered,BlueDart,,24.0,19.9975,73.7898
PKG1541,Nashik,422001,2024-06-17,2024-06-20,Delivered,BlueDart,,72.0,19.9975,73.7898
PKG1542,Nashik,422002,2024-06-03,2024-06-05,Delivered,Ekart,,48.0,20.002,73.79
PKG1543,Nashik,422004,2024-07-01,2024-07-03,Failed,Ekart,,48.0,20.01,73.8
PKG1544,Nagpur,440003,2024-06-09,2024-06-12,Delivered,BlueDart,,72.0,21.15,79.09
PKG1545,Nagpur,440003,2024-06-06,2024-06-07,Delivered,Ekart,,24.0,21.15,79.09
PKG1546,Nashik,422002,2024-06-15,2024-06-18,Failed,BlueDart,Traffic,72.0,20.002,73.79
PKG1547,Nashik,422001,2024-06-22,2024-06-24,Delivered,Delhivery,,48.0,19.9975,73.7898
PKG1548,Nashik,422004,2024-06-18,2024-06-19,Delayed,BlueDart,Customer Unavailable,24.0,20.01,73.8
PKG1549,Nashik,422003,2024-06-16,2024-06-18,Delivered,Ekart,,48.0,20.005,73.795
PKG1550,Nagpur,440002,2024-06-30,2024-07-03,Delivered,Ekart,,72.0,21.1466,79.0849
PKG1551,Nashik,422002,2024-06-02,2024-06-04,Delivered,Delhivery,,48.0,20.002,73.79
PKG1552,Nashik,422004,2024-06-21,2024-06-23,Delivered,XpressBees,,48.0,20.01,73.8
PKG1553,Nashik,422001,2024-06-03,2024-06-05,Delayed,Ekart,,48.0,19.9975,73.7898
PKG1554,Nashik,422004,2024-06-10,2024-06-12,Delivered,XpressBees,,48.0,20.01,73.8
PKG1555,Nagpur,440002,2024-06-07,2024-06-09,Delivered,XpressBees,,48.0,21.1466,79.0849
PKG1556,Nagpur,440004,2024-06-15,2024-06-16,Delayed,BlueDart,Weather,24.0,21.16,79.1
PKG1557,Nagpur,440003,2024-06-21,2024-06-23,Delayed,Ekart,Traffic,48.0,21.15,79.09
PKG1558,Nagpur,440002,2024-06-03,2024-06-07,Delivered,BlueDart,,96.0,21.1466,79.0849
PKG1559,Nagpur,440004,2024-06-17,2024-06-19,Failed,BlueDart,,48.0,21.16,79.1
PKG1560,Nashik,422002,2024-06-25,2024-06-27,Delivered,XpressBees,,48.0,20.002,73.79
PKG1561,Nagpur,440002,2024-06-03,2024-06-05,Delayed,Ekart,Address Not Found,48.0,21.1466,79.0849
PKG1562,Nagpur,440003,2024-06-09,2024-06-12,Delivered,Delhivery,,72.0,21.15,79.09
PKG1563,Nagpur,440002,2024-06-20,2024-06-22,Delivered,Ekart,,48.0,21.1466,79.0849
PKG1564,Nagpur,440004,2024-06-14,2024-06-15,Delivered,XpressBees,,24.0,21.16,79.1
PKG1565,Nashik,422001,2024-06-10,2024-06-13,Delivered,BlueDart,,72.0,19.9975,73.7898
PKG1566,Nagpur,440001,2024-06-05,2024-06-06,Delayed,Ekart,Weather,24.0,21.1458,79.0882
PKG1567,Nagpur,440001,2024-06-04,2024-06-06,Delivered,Ekart,,48.0,21.1458,79.0882
PKG1568,Nashik,422001,2024-06-02,2024-06-05,Failed,XpressBees,Customer Unavailable,72.0,19.9975,73.7898
PKG1569,Nagpur,440001,2024-06-19,2024-06-21,Delivered,XpressBees,,48.0,21.1458,79.0882
PKG1570,Nagpur,440001,2024-06-16,2024-06-17,Delayed,Ekart,Weather,24.0,21.1458,79.0882
PKG1571,Nagpur,440001,2024-06-17,2024-06-20,Failed,Ekart,Customer Unavailable,72.0,21.1458,79.0882
PKG1572,Nashik,422003,2024-06-13,2024-06-16,Delivered,XpressBees,,72.0,20.005,73.795
PKG1573,Nashik,422003,2024-06-04,2024-06-05,Delivered,XpressBees,,24.0,20.005,73.795
PKG1574,Nagpur,440003,2024-06-01,2024-06-03,Delivered,XpressBees,,48.0,21.15,79.09
PKG1575,Nagpur,440003,2024-06-23,2024-06-25,Delivered,XpressBees,,48.0,21.15,79.09
PKG1576,Nagpur,440001,2024-06-20,2024-06-21,Delivered,Ekart,,24.0,21.1458,79.0882
PKG1577,Nagpur,440003,2024-06-22,2024-06-23,Delivered,Ekart,,24.0,21.15,79.09
PKG1578,Nagpur,440001,2024-06-30,2024-07-01,Delivered,BlueDart,,24.0,21.1458,79.0882
PKG1579,Nashik,422003,2024-06-27,2024-06-30,Delivered,Ekart,,72.0,20.005,73.795
PKG1580,Nashik,422003,2024-06-05,2024-06-06,Delivered,BlueDart,,24.0,20.005,73.795
PKG1581,Nagpur,440004,2024-06-13,2024-06-16,Delivered,XpressBees,,72.0,21.16,79.1
PKG1582,Nagpur,440004,2024-06-10,2024-06-11,Delivered,Delhivery,,24.0,21.16,79.1
PKG1583,Nagpur,440001,2024-06-16,2024-06-18,Delivered,XpressBees,,48.0,21.1458,79.0882
PKG1584,Nashik,422002,2024-06-04,2024-06-05,Delivered,XpressBees,,24.0,20.002,73.79
PKG1585,Nagpur,440001,2024-06-09,2024-06-11,Delivered,BlueDart,,48.0,21.1458,79.0882
PKG1586,Nashik,422001,2024-06-10,2024-06-11,Delivered,BlueDart,,24.0,19.9975,73.7898
PKG1587,Nagpur,440003,2024-06-14,2024-06-17,Failed,Ekart,Weather,72.0,21.15,79.09
PKG1588,Nagpur,440003,2024-06-09,2024-06-11,Delivered,BlueDart,,48.0,21.15,79.09
PKG1589,Nagpur,440001,2024-06-10,2024-06-11,Delivered,Delhivery,,24.0,21.1458,79.0882
PKG1590,Nashik,422004,2024-06-13,2024-06-16,Delivered,XpressBees,,72.0,20.01,73.8
PKG1591,Nashik,422001,2024-07-01,2024-07-03,Delayed,XpressBees,Address Not Found,48.0,19.9975,73.7898
PKG1592,Nagpur,440001,2024-06-04,2024-06-05,Delivered,Ekart,,24.0,21.1458,79.0882
PKG1593,Nashik,422003,2024-06-29,2024-06-30,Delayed,Ekart,Customer Unavailable,24.0,20.005,73.795
PKG1594,Nagpur,440002,2024-06-04,2024-06-07,Delivered,XpressBees,,72.0,21.1466,79.0849
PKG1595,Nashik,422001,2024-06-24,2024-06-27,Delivered,Delhivery,,72.0,19.9975,73.7898
PKG1596,Nagpur,440001,2024-06-17,2024-06-18,Delivered,Delhivery,,24.0,21.1458,79.0882
PKG1597,Nagpur,440003,2024-06-26,2024-06-27,Delivered,Ekart,,24.0,21.15,79.09
PKG1598,Nashik,422002,2024-06-08,2024-06-09,Failed,Delhivery,Holiday,24.0,20.002,73.79
PKG1599,Nagpur,440001,2024-06-24,2024-06-27,Delivered,Ekart,,72.0,21.1458,79.0882
PKG1600,Nashik,422003,2024-06-19,2024-06-20,Delivered,Delhivery,,24.0,20.005,73.795
PKG1601,Nagpur,440002,2024-06-12,2024-06-14,Delivered,Delhivery,,48.0,21.1466,79.0849
PKG1602,Nagpur,440003,2024-06-24,2024-06-26,Delayed,BlueDart,Customer Unavailable,48.0,21.15,79.09
PKG1603,Nashik,422003,2024-06-02,2024-06-05,Delayed,XpressBees,,72.0,20.005,73.795
PKG1604,Nagpur,440002,2024-06-22,2024-06-24,Failed,Delhivery,Customer Unavailable,48.0,21.1466,79.0849
PKG1605,Nashik,422004,2024-06-13,2024-06-15,Delivered,BlueDart,,48.0,20.01,73.8
PKG1606,Nagpur,440002,2024-06-18,2024-06-19,Delivered,BlueDart,,24.0,21.1466,79.0849
PKG1607,Nagpur,440003,2024-06-06,2024-06-09,Delivered,Ekart,,72.0,21.15,79.09
PKG1608,Nashik,422004,2024-06-20,2024-06-22,Delivered,XpressBees,,48.0,20.01,73.8
PKG1609,Nagpur,440001,2024-06-28,2024-07-01,Delivered,XpressBees,,72.0,21.1458,79.0882
PKG1610,Nashik,422003,2024-06-02,2024-06-04,Delayed,XpressBees,Address Not Found,48.0,20.005,73.795
PKG1611,Nashik,422003,2024-06-18,2024-06-21,Delivered,Ekart,,72.0,20.005,73.795
PKG1612,Nashik,422001,2024-06-09,2024-06-10,Delivered,XpressBees,,24.0,19.9975,73.7898
PKG1613,Nashik,422004,2024-06-02,2024-06-03,Delivered,Delhivery,,24.0,20.01,73.8
PKG1614,Nagpur,440004,2024-06-27,2024-06-28,Delivered,Delhivery,,24.0,21.16,79.1
PKG1615,Nashik,422003,2024-06-15,2024-06-18,Failed,XpressBees,Address Not Found,72.0,20.005,73.795
PKG1616,Nagpur,440003,2024-06-12,2024-06-14,Delivered,Ekart,,48.0,21.15,79.09
PKG1617,Nashik,422003,2024-06-13,2024-06-16,Delayed,BlueDart,,72.0,20.005,73.795
PKG1618,Nashik,422002,2024-06-07,2024-06-08,Delivered,Ekart,,24.0,20.002,73.79
PKG1619,Nagpur,440003,2024-06-07,2024-06-08,Delivered,XpressBees,,24.0,21.15,79.09
PKG1620,Nashik,422004,2024-06-05,2024-06-08,Failed,Ekart,Address Not Found,72.0,20.01,73.8
PKG1621,Nagpur,440001,2024-06-27,2024-06-30,Delivered,BlueDart,,72.0,21.1458,79.0882
PKG1622,Nagpur,440004,2024-06-07,2024-06-10,Failed,Delhivery,Customer Unavailable,72.0,21.16,79.1
PKG1623,Nashik,422004,2024-06-13,2024-06-14,Failed,Delhivery,Weather,24.0,20.01,73.8
PKG1624,Nagpur,440002,2024-06-13,2024-06-14,Delivered,BlueDart,,24.0,21.1466,79.0849
PKG1625,Nashik,422004,2024-06-15,2024-06-17,Delivered,Ekart,,48.0,20.01,73.8
PKG1626,Nagpur,440003,2024-06-03,2024-06-05,Delivered,BlueDart,,48.0,21.15,79.09
PKG1627,Nagpur,440001,2024-06-29,2024-07-02,Delayed,Ekart,Customer Unavailable,72.0,21.1458,79.0882
PKG1628,Nashik,422003,2024-06-19,2024-06-22,Delivered,XpressBees,,72.0,20.005,73.795
PKG1629,Nagpur,440002,2024-06-01,2024-06-03,Delivered,Ekart,,48.0,21.1466,79.0849
PKG1630,Nashik,422003,2024-06-01,2024-06-03,Delivered,XpressBees,,48.0,20.005,73.795
PKG1631,Nagpur,440003,2024-07-01,2024-07-02,Delivered,Delhivery,,24.0,21.15,79.09
PKG1632,Nashik,422001,2024-06-13,2024-06-16,Delivered,BlueDart,,72.0,19.9975,73.7898
PKG1633,Nagpur,440001,2024-06-20,2024-06-23,Delivered,Delhivery,,72.0,21.1458,79.0882
PKG1634,Nashik,422003,2024-06-13,2024-06-15,Delivered,BlueDart,,48.0,20.005,73.795
PKG1635,Nagpur,440003,2024-06-27,2024-06-28,Delayed,XpressBees,,24.0,21.15,79.09
PKG1636,Nagpur,440003,2024-06-06,2024-06-08,Delayed,Ekart,Weather,48.0,21.15,79.09
PKG1637,Nashik,422002,2024-06-28,2024-07-01,Failed,XpressBees,Address Not Found,72.0,20.002,73.79
PKG1638,Nashik,422002,2024-06-08,2024-06-10,Delayed,XpressBees,Customer Unavailable,48.0,20.002,73.79
PKG1639,Nagpur,440004,2024-06-03,2024-06-05,Delayed,Ekart,,48.0,21.16,79.1
PKG1640,Nagpur,440002,2024-06-10,2024-06-12,Delayed,Ekart,,48.0,21.1466,79.0849
PKG1641,Nagpur,440001,2024-06-15,2024-06-17,Delivered,XpressBees,,48.0,21.1458,79.0882
PKG1642,Nashik,422001,2024-06-13,2024-06-16,Delivered,XpressBees,,72.0,19.9975,73.7898
PKG1643,Nashik,422003,2024-06-24,2024-06-27,Delivered,XpressBees,,72.0,20.005,73.795
PKG1644,Nagpur,440004,2024-06-11,2024-06-14,Delayed,Delhivery,Address Not Found,72.0,21.16,79.1
PKG1645,Nagpur,440003,2024-06-16,2024-06-18,Failed,XpressBees,Address Not Found,48.0,21.15,79.09
PKG1646,Nashik,422002,2024-06-14,2024-06-17,Delayed,XpressBees,Traffic,72.0,20.002,73.79
PKG1647,Nashik,422004,2024-06-09,2024-06-10,Delivered,XpressBees,,24.0,20.01,73.8
PKG1648,Nashik,422001,2024-06-10,2024-06-12,Delivered,BlueDart,,48.0,19.9975,73.7898
PKG1649,Nashik,422003,2024-06-27,2024-06-30,Delayed,Ekart,Traffic,72.0,20.005,73.795
PKG1650,Nagpur,440001,2024-06-15,2024-06-17,Delivered,BlueDart,,48.0,21.1458,79.0882
PKG1651,Nashik,422002,2024-06-25,2024-06-28,Failed,Delhivery,Weather,72.0,20.002,73.79
PKG1652,Nashik,422003,2024-06-13,2024-06-14,Delivered,BlueDart,,24.0,20.005,73.795
PKG1653,Nagpur,440004,2024-06-15,2024-06-18,Delivered,Ekart,,72.0,21.16,79.1
PKG1654,Nagpur,440001,2024-06-11,2024-06-13,Delivered,BlueDart,,48.0,21.1458,79.0882
PKG1655,Nashik,422003,2024-06-09,2024-06-11,Delivered,Delhivery,,48.0,20.005,73.795
PKG1656,Nashik,422002,2024-06-03,2024-06-04,Failed,BlueDart,Traffic,24.0,20.002,73.79
PKG1657,Nagpur,440001,2024-06-24,2024-06-25,Failed,Delhivery,,24.0,21.1458,79.0882
PKG1658,Nagpur,440001,2024-06-10,2024-06-13,Delivered,BlueDart,,72.0,21.1458,79.0882
PKG1659,Nashik,422002,2024-06-14,2024-06-16,Delivered,BlueDart,,48.0,20.002,73.79
PKG1660,Nagpur,440001,2024-06-26,2024-06-29,Delayed,BlueDart,,72.0,21.1458,79.0882
PKG1661,Nashik,422003,2024-06-02,2024-06-04,Delayed,BlueDart,Customer Unavailable,48.0,20.005,73.795
PKG1662,Nashik,422002,2024-06-23,2024-06-26,Failed,Delhivery,,72.0,20.002,73.79
PKG1663,Nagpur,440002,2024-06-16,2024-06-19,Delivered,XpressBees,,72.0,21.1466,79.0849
PKG1664,Nashik,422003,2024-06-21,2024-06-24,Delivered,Delhivery,,72.0,20.005,73.795
PKG1665,Nagpur,440003,2024-06-16,2024-06-19,Delayed,BlueDart,Holiday,72.0,21.15,79.09
PKG1666,Nagpur,440002,2024-07-01,2024-07-03,Delivered,BlueDart,,48.0,21.1466,79.0849
PKG1667,Nagpur,440002,2024-06-13,2024-06-15,Delivered,XpressBees,,48.0,21.1466,79.0849
PKG1668,Nagpur,440004,2024-06-07,2024-06-09,Delayed,Delhivery,,48.0,21.16,79.1
PKG1669,Nashik,422001,2024-06-18,2024-06-21,Delivered,Ekart,,72.0,19.9975,73.7898
PKG1670,Nagpur,440002,2024-06-22,2024-06-24,Delivered,BlueDart,,48.0,21.1466,79.0849
PKG1671,Nagpur,440002,2024-06-28,2024-06-29,Delayed,Ekart,Holiday,24.0,21.1466,79.0849
PKG1672,Nashik,422002,2024-07-01,2024-07-04,Delivered,Ekart,,72.0,20.002,73.79
PKG1673,Nagpur,440004,2024-06-16,2024-06-17,Delivered,XpressBees,,24.0,21.16,79.1
PKG1674,Nashik,422001,2024-06-24,2024-06-25,Delivered,Delhivery,,24.0,19.9975,73.7898
PKG1675,Nagpur,440001,2024-06-05,2024-06-06,Failed,BlueDart,Traffic,24.0,21.1458,79.0882
PKG1676,Nagpur,440004,2024-06-01,2024-06-02,Delivered,XpressBees,,24.0,21.16,79.1
PKG1677,Nashik,422001,2024-06-27,2024-06-28,Delivered,XpressBees,,24.0,19.9975,73.7898
PKG1678,Nashik,422002,2024-06-14,2024-06-17,Failed,XpressBees,Weather,72.0,20.002,73.79
PKG1679,Nagpur,440003,2024-06-29,2024-07-02,Delivered,BlueDart,,72.0,21.15,79.09
PKG1680,Nagpur,440001,2024-06-01,2024-06-02,Delivered,BlueDart,,24.0,21.1458,79.0882
PKG1681,Nashik,422001,2024-06-06,2024-06-09,Delayed,BlueDart,Weather,72.0,19.9975,73.7898
PKG1682,Nashik,422004,2024-07-01,2024-07-04,Delivered,BlueDart,,72.0,20.01,73.8
PKG1683,Nagpur,440004,2024-06-28,2024-06-30,Delayed,Delhivery,Address Not Found,48.0,21.16,79.1
PKG1684,Nagpur,440003,2024-06-23,2024-06-24,Delivered,Delhivery,,24.0,21.15,79.09
PKG1685,Nashik,422004,2024-06-26,2024-06-27,Delivered,Ekart,,24.0,20.01,73.8
PKG1686,Nagpur,440003,2024-06-07,2024-06-08,Delivered,Delhivery,,24.0,21.15,79.09
PKG1687,Nashik,422001,2024-06-03,2024-06-06,Delivered,XpressBees,,72.0,19.9975,73.7898
PKG1688,Nashik,422004,2024-06-13,2024-06-16,Delivered,Ekart,,72.0,20.01,73.8
PKG1689,Nashik,422001,2024-06-01,2024-06-03,Failed,XpressBees,Weather,48.0,19.9975,73.7898
PKG1690,Nagpur,440001,2024-06-16,2024-06-17,Delivered,BlueDart,,24.0,21.1458,79.0882
PKG1691,Nashik,422002,2024-06-14,2024-06-16,Delivered,Delhivery,,48.0,20.002,73.79
PKG1692,Nashik,422002,2024-06-17,2024-06-20,Failed,BlueDart,Traffic,72.0,20.002,73.79
PKG1693,Nashik,422004,2024-06-25,2024-06-27,Delivered,XpressBees,,48.0,20.01,73.8
PKG1694,Nagpur,440003,2024-06-24,2024-06-27,Delivered,BlueDart,,72.0,21.15,79.09
PKG1695,Nagpur,440002,2024-06-25,2024-06-27,Delivered,Delhivery,,48.0,21.1466,79.0849
PKG1696,Nashik,422003,2024-06-07,2024-06-08,Delivered,Delhivery,,24.0,20.005,73.795
PKG1697,Nashik,422002,2024-06-14,2024-06-16,Delivered,Delhivery,,48.0,20.002,73.79
PKG1698,Nashik,422001,2024-07-01,2024-07-04,Delivered,Delhivery,,72.0,19.9975,73.7898
PKG1699,Nashik,422003,2024-06-09,2024-06-12,Delivered,Delhivery,,72.0,20.005,73.795
PKG1700,Nashik,422002,2024-07-01,2024-07-04,Delivered,BlueDart,,72.0,20.002,73.79
PKG1701,Nashik,422003,2024-06-05,2024-06-07,Delivered,Ekart,,48.0,20.005,73.795
PKG1702,Nagpur,440002,2024-06-10,2024-06-11,Delayed,XpressBees,Address Not Found,24.0,21.1466,79.0849
PKG1703,Nashik,422001,2024-06-13,2024-06-14,Delayed,XpressBees,Weather,24.0,19.9975,73.7898
PKG1704,Nagpur,440004,2024-06-04,2024-06-07,Delivered,BlueDart,,72.0,21.16,79.1
PKG1705,Nagpur,440003,2024-06-27,2024-06-29,Delayed,XpressBees,Customer Unavailable,48.0,21.15,79.09
PKG1706,Nagpur,440004,2024-06-30,2024-07-01,Delivered,BlueDart,,24.0,21.16,79.1
PKG1707,Nagpur,440002,2024-06-27,2024-06-30,Delayed,Ekart,Weather,72.0,21.1466,79.0849
PKG1708,Nashik,422001,2024-06-12,2024-06-13,Delivered,XpressBees,,24.0,19.9975,73.7898
PKG1709,Nashik,422002,2024-06-24,2024-06-25,Delivered,XpressBees,,24.0,20.002,73.79
PKG1710,Nagpur,440001,2024-06-05,2024-06-06,Delivered,BlueDart,,24.0,21.1458,79.0882
PKG1711,Nashik,422001,2024-06-19,2024-06-21,Delivered,Delhivery,,48.0,19.9975,73.7898
PKG1712,Nashik,422002,2024-06-30,2024-07-01,Delivered,XpressBees,,24.0,20.002,73.79
PKG1713,Nashik,422003,2024-06-02,2024-06-05,Delivered,Ekart,,72.0,20.005,73.795
PKG1714,Nagpur,440001,2024-06-19,2024-06-21,Delayed,XpressBees,,48.0,21.1458,79.0882
PKG1715,Nagpur,440004,2024-06-19,2024-06-22,Delayed,Ekart,Holiday,72.0,21.16,79.1
PKG1716,Nashik,422002,2024-06-23,2024-06-26,Delayed,Delhivery,Customer Unavailable,72.0,20.002,73.79
PKG1717,Nagpur,440003,2024-06-05,2024-06-07,Delivered,Delhivery,,48.0,21.15,79.09
PKG1718,Nashik,422002,2024-06-25,2024-06-28,Delivered,Delhivery,,72.0,20.002,73.79
PKG1719,Nagpur,440003,2024-06-25,2024-06-27,Delivered,Ekart,,48.0,21.15,79.09
PKG1720,Nagpur,440004,2024-06-21,2024-06-24,Delivered,Ekart,,72.0,21.16,79.1
PKG1721,Nagpur,440004,2024-06-13,2024-06-15,Delivered,XpressBees,,48.0,21.16,79.1
PKG1722,Nashik,422004,2024-06-16,2024-06-17,Delivered,Delhivery,,24.0,20.01,73.8
PKG1723,Nagpur,440004,2024-06-26,2024-06-28,Delivered,Ekart,,48.0,21.16,79.1
PKG1724,Nagpur,440003,2024-06-24,2024-06-25,Delivered,XpressBees,,24.0,21.15,79.09
PKG1725,Nagpur,440003,2024-06-04,2024-06-07,Delivered,BlueDart,,72.0,21.15,79.09
PKG1726,Nagpur,440003,2024-06-15,2024-06-17,Delivered,Ekart,,48.0,21.15,79.09
PKG1727,Nagpur,440001,2024-06-20,2024-06-23,Delivered,Ekart,,72.0,21.1458,79.0882
PKG1728,Nagpur,440003,2024-06-14,2024-06-15,Delivered,Delhivery,,24.0,21.15,79.09
PKG1729,Nashik,422003,2024-06-06,2024-06-09,Delayed,XpressBees,Traffic,72.0,20.005,73.795
PKG1730,Nagpur,440003,2024-06-03,2024-06-04,Failed,BlueDart,Customer Unavailable,24.0,21.15,79.09
PKG1731,Nagpur,440001,2024-06-29,2024-07-02,Delivered,XpressBees,,72.0,21.1458,79.0882
PKG1732,Nashik,422001,2024-06-23,2024-06-25,Delayed,Ekart,,48.0,19.9975,73.7898
PKG1733,Nashik,422001,2024-06-12,2024-06-14,Delayed,Ekart,,48.0,19.9975,73.7898
PKG1734,Nagpur,440003,2024-06-11,2024-06-12,Delivered,BlueDart,,24.0,21.15,79.09
PKG1735,Nagpur,440004,2024-06-02,2024-06-03,Delivered,XpressBees,,24.0,21.16,79.1
PKG1736,Nashik,422004,2024-06-30,2024-07-03,Delivered,Delhivery,,72.0,20.01,73.8
PKG1737,Nashik,422001,2024-06-11,2024-06-12,Delayed,XpressBees,,24.0,19.9975,73.7898
PKG1738,Nashik,422002,2024-06-17,2024-06-18,Delayed,Delhivery,Holiday,24.0,20.002,73.79
PKG1739,Nagpur,440004,2024-06-20,2024-06-22,Delivered,XpressBees,,48.0,21.16,79.1
PKG1740,Nashik,422004,2024-06-24,2024-06-27,Delivered,Ekart,,72.0,20.01,73.8
PKG1741,Nagpur,440003,2024-06-12,2024-06-13,Delivered,Ekart,,24.0,21.15,79.09
PKG1742,Nagpur,440002,2024-06-06,2024-06-07,Delivered,BlueDart,,24.0,21.1466,79.0849
PKG1743,Nashik,422004,2024-06-15,2024-06-16,Delivered,Delhivery,,24.0,20.01,73.8
PKG1744,Nagpur,440002,2024-06-26,2024-06-29,Delivered,BlueDart,,72.0,21.1466,79.0849
PKG1745,Nagpur,440004,2024-06-17,2024-06-20,Delivered,XpressBees,,72.0,21.16,79.1
